"#DOWNLOAD URL# http://data.usbr.gov/rise/api/result/download?after=2009-01-01&before=2023-03-14&filename=Heron%20Reservoir%20and%20Dam%20Daily%20Average%20San%20Juan%20Chama%20Inflow%20Volume-af%20Time%20Series%20Data%20%282009-01-01%20-%202023-03-14%29&itemId=4503&order=ASC&type=csv","","","","","","","",""
"#DOWNLOAD DATE# 2023-03-16","","","","","","","",""
"#LOCATION INFORMATION#","","","","","","","",""
"Location","State","Coordinates (long, lat)","Timezone","Location Type","","","",""
"Heron Reservoir and Dam","NM","(-106.6992, 36.6973)","MT","Lake/Reservoir","","","",""
"","","","","","","","",""
"#SERIES DATA#","","","","","","","",""
"Location","Parameter","Result","Units","Timestep","Aggregation","Datetime (UTC)","timeStep","resultType"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","24.95","af","daily","sum","2012-07-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","23.952","af","daily","sum","2012-07-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","29.94","af","daily","sum","2012-07-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","22.954","af","daily","sum","2012-07-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","7.984","af","daily","sum","2012-07-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","6.986","af","daily","sum","2012-07-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","6.986","af","daily","sum","2012-07-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","2.994","af","daily","sum","2012-07-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2012-07-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2012-07-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","2.994","af","daily","sum","2012-07-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","4.99","af","daily","sum","2012-07-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","2.994","af","daily","sum","2012-07-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","11.976","af","daily","sum","2012-07-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","43.912","af","daily","sum","2012-07-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","7.984","af","daily","sum","2012-07-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","7.984","af","daily","sum","2012-07-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1.996","af","daily","sum","2012-07-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","36.926","af","daily","sum","2012-08-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","5.988","af","daily","sum","2012-08-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","8.982","af","daily","sum","2012-08-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2012-08-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","9.98","af","daily","sum","2012-08-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","44.91","af","daily","sum","2012-08-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","45.908","af","daily","sum","2012-08-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","14.97","af","daily","sum","2012-08-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2012-08-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1.996","af","daily","sum","2012-08-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0.998","af","daily","sum","2012-08-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1.996","af","daily","sum","2012-08-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","1.996","af","daily","sum","2012-08-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0.998","af","daily","sum","2012-08-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","40.918","af","daily","sum","2012-08-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","28.942","af","daily","sum","2012-08-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","5.988","af","daily","sum","2012-08-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-08-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0.998","af","daily","sum","2012-09-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","25.948","af","daily","sum","2012-09-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","32.934","af","daily","sum","2012-09-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","11.976","af","daily","sum","2012-09-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","3.992","af","daily","sum","2012-09-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-09-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-16 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-17 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-18 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-19 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-20 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-21 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-22 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-23 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-24 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-25 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-26 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-27 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-28 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-29 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-30 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-10-31 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-01 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-02 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-03 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-04 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-05 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-06 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-07 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-08 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-09 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-10 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-11 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-12 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-13 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-14 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-15 07:00:00","day","observed"
"Heron Reservoir and Dam","Average San Juan Chama Inflow Volume","0","af","daily","sum","2012-11-16 07:00:00","day","observed"
