abbrev,Date Time,DISCHRG Value,DISCHRG Units,DISCHRG Review Status,DISCHRG Observation Flag,DISCHRG Modified,
"BOCBGRCO","=""11/25/1992 00:00""","135","cfs","","Obs*","=""11/25/1992 23:00""",
"BOCBGRCO","=""11/26/1992 00:00""","134","cfs","","","=""11/26/1992 23:00""",
"BOCBGRCO","=""11/27/1992 00:00""","137","cfs","","Obs*","=""11/27/1992 23:00""",
"BOCBGRCO","=""11/28/1992 00:00""","141","cfs","","~","=""11/28/1992 23:00""",
"BOCBGRCO","=""11/29/1992 00:00""","141","cfs","","~","=""11/29/1992 23:00""",
"BOCBGRCO","=""11/30/1992 00:00""","141","cfs","","Obs*","=""11/30/1992 23:00""",
"BOCBGRCO","=""12/01/1992 00:00""","140","cfs","","","=""12/01/1992 23:00""",
"BOCBGRCO","=""12/02/1992 00:00""","140","cfs","","","=""12/02/1992 23:00""",
"BOCBGRCO","=""12/03/1992 00:00""","136","cfs","","","=""12/03/1992 23:00""",
"BOCBGRCO","=""12/04/1992 00:00""","134","cfs","","","=""12/04/1992 23:00""",
"BOCBGRCO","=""12/05/1992 00:00""","134","cfs","","","=""12/05/1992 23:00""",
"BOCBGRCO","=""12/06/1992 00:00""","134","cfs","","","=""12/06/1992 23:00""",
"BOCBGRCO","=""12/07/1992 00:00""","134","cfs","","","=""12/07/1992 23:00""",
"BOCBGRCO","=""12/08/1992 00:00""","134","cfs","","","=""12/08/1992 14:00""",
"BOCBGRCO","=""12/09/1992 00:00""","134","cfs","","","=""12/09/1992 23:00""",
"BOCBGRCO","=""12/10/1992 00:00""","136","cfs","","","=""12/10/1992 23:00""",
"BOCBGRCO","=""12/11/1992 00:00""","139","cfs","","","=""12/11/1992 23:00""",
"BOCBGRCO","=""12/12/1992 00:00""","139","cfs","","","=""12/12/1992 23:00""",
"BOCBGRCO","=""12/13/1992 00:00""","139","cfs","","Obs*","=""12/13/1992 23:00""",
"BOCBGRCO","=""12/14/1992 00:00""","107","cfs","","Obs*","=""12/14/1992 23:00""",
"BOCBGRCO","=""12/15/1992 00:00""","88.7","cfs","","","=""12/15/1992 23:00""",
"BOCBGRCO","=""12/16/1992 00:00""","40.9","cfs","","","=""12/16/1992 23:00""",
"BOCBGRCO","=""12/17/1992 00:00""","11.2","cfs","","","=""12/17/1992 23:00""",
"BOCBGRCO","=""12/18/1992 00:00""","11.6","cfs","","","=""12/18/1992 23:00""",
"BOCBGRCO","=""12/19/1992 00:00""","11.7","cfs","","Obs*","=""12/19/1992 23:00""",
"BOCBGRCO","=""12/20/1992 00:00""","11.7","cfs","","Obs*","=""12/20/1992 23:00""",
"BOCBGRCO","=""12/21/1992 00:00""","11.7","cfs","","","=""12/21/1992 23:00""",
"BOCBGRCO","=""12/22/1992 00:00""","11.7","cfs","","","=""12/22/1992 23:00""",
"BOCBGRCO","=""12/23/1992 00:00""","11.7","cfs","","Obs*","=""12/23/1992 23:00""",
"BOCBGRCO","=""12/24/1992 00:00""","11.7","cfs","","~","=""12/24/1992 23:00""",
"BOCBGRCO","=""12/25/1992 00:00""","11.7","cfs","","~","=""12/25/1992 23:00""",
"BOCBGRCO","=""12/26/1992 00:00""","11.7","cfs","","~","=""12/26/1992 23:00""",
"BOCBGRCO","=""12/27/1992 00:00""","11.7","cfs","","~","=""12/27/1992 23:00""",
"BOCBGRCO","=""12/28/1992 00:00""","11.7","cfs","","Obs*","=""12/28/1992 23:00""",
"BOCBGRCO","=""12/29/1992 00:00""","11.7","cfs","","","=""12/29/1992 14:00""",
"BOCBGRCO","=""12/30/1992 00:00""","11.7","cfs","","","=""12/30/1992 23:00""",
"BOCBGRCO","=""12/31/1992 00:00""","11.7","cfs","","","=""12/31/1992 23:00""",
"BOCBGRCO","=""01/01/1993 00:00""","11.7","cfs","","","=""01/01/1993 23:00""",
"BOCBGRCO","=""01/02/1993 00:00""","11.7","cfs","","Obs*","=""01/02/1993 23:00""",
"BOCBGRCO","=""01/03/1993 00:00""","11.7","cfs","","~","=""01/03/1993 23:00""",
"BOCBGRCO","=""01/04/1993 00:00""","11.7","cfs","","Obs*","=""01/04/1993 23:00""",
"BOCBGRCO","=""01/05/1993 00:00""","11.7","cfs","","","=""01/05/1993 23:00""",
"BOCBGRCO","=""01/06/1993 00:00""","10.3","cfs","","","=""01/06/1993 23:00""",
"BOCBGRCO","=""01/07/1993 00:00""","6.09","cfs","","","=""01/07/1993 23:00""",
"BOCBGRCO","=""01/08/1993 00:00""","6.09","cfs","","","=""01/08/1993 23:00""",
"BOCBGRCO","=""01/09/1993 00:00""","6.11","cfs","","","=""01/09/1993 23:00""",
"BOCBGRCO","=""01/10/1993 00:00""","6.09","cfs","","","=""01/10/1993 18:00""",
"BOCBGRCO","=""01/11/1993 00:00""","6.09","cfs","","","=""01/11/1993 23:00""",
"BOCBGRCO","=""01/12/1993 00:00""","6.09","cfs","","Obs*","=""01/12/1993 23:00""",
"BOCBGRCO","=""01/13/1993 00:00""","6.09","cfs","","~","=""01/13/1993 23:00""",
"BOCBGRCO","=""01/14/1993 00:00""","6.09","cfs","","Obs*","=""01/14/1993 23:00""",
"BOCBGRCO","=""01/15/1993 00:00""","6.09","cfs","","","=""01/15/1993 23:00""",
"BOCBGRCO","=""01/16/1993 00:00""","6.09","cfs","","Obs*","=""01/16/1993 23:00""",
"BOCBGRCO","=""01/17/1993 00:00""","6.09","cfs","","~","=""01/17/1993 23:00""",
"BOCBGRCO","=""01/18/1993 00:00""","6.09","cfs","","~","=""01/18/1993 23:00""",
"BOCBGRCO","=""01/19/1993 00:00""","6.09","cfs","","~","=""01/19/1993 23:00""",
"BOCBGRCO","=""01/20/1993 00:00""","6.02","cfs","","Obs*","=""01/20/1993 23:00""",
"BOCBGRCO","=""01/21/1993 00:00""","5.96","cfs","","","=""01/21/1993 23:00""",
"BOCBGRCO","=""01/22/1993 00:00""","6.09","cfs","","Obs*","=""01/22/1993 23:00""",
"BOCBGRCO","=""01/23/1993 00:00""","6.09","cfs","","Obs*","=""01/23/1993 23:00""",
"BOCBGRCO","=""01/24/1993 00:00""","6.09","cfs","","~","=""01/24/1993 23:00""",
"BOCBGRCO","=""01/25/1993 00:00""","6.09","cfs","","~","=""01/25/1993 23:00""",
"BOCBGRCO","=""01/26/1993 00:00""","6.24","cfs","","Obs*","=""01/26/1993 23:00""",
"BOCBGRCO","=""01/27/1993 00:00""","6.09","cfs","","","=""01/27/1993 23:00""",
"BOCBGRCO","=""01/28/1993 00:00""","6.09","cfs","","Obs*","=""01/28/1993 23:00""",
"BOCBGRCO","=""01/29/1993 00:00""","6.09","cfs","","Obs*","=""01/29/1993 23:00""",
"BOCBGRCO","=""01/30/1993 00:00""","6.09","cfs","","~","=""01/30/1993 23:00""",
"BOCBGRCO","=""01/31/1993 00:00""","6.09","cfs","","~","=""01/31/1993 23:00""",
"BOCBGRCO","=""02/01/1993 00:00""","6.09","cfs","","~","=""02/01/1993 23:00""",
"BOCBGRCO","=""02/02/1993 00:00""","7.44","cfs","","Obs*","=""02/02/1993 23:00""",
"BOCBGRCO","=""02/03/1993 00:00""","8.4","cfs","","Obs*","=""02/03/1993 23:00""",
"BOCBGRCO","=""02/04/1993 00:00""","8.4","cfs","","~","=""02/04/1993 23:00""",
"BOCBGRCO","=""02/05/1993 00:00""","8.4","cfs","","~","=""02/05/1993 23:00""",
"BOCBGRCO","=""02/06/1993 00:00""","8.4","cfs","","~","=""02/06/1993 23:00""",
"BOCBGRCO","=""02/07/1993 00:00""","8.4","cfs","","~","=""02/07/1993 23:00""",
"BOCBGRCO","=""02/08/1993 00:00""","9.29","cfs","","~","=""02/08/1993 23:00""",
"BOCBGRCO","=""02/09/1993 00:00""","9.65","cfs","","~","=""02/09/1993 23:00""",
"BOCBGRCO","=""02/10/1993 00:00""","9.65","cfs","","~","=""02/10/1993 23:00""",
"BOCBGRCO","=""02/11/1993 00:00""","9.65","cfs","","~","=""02/11/1993 23:00""",
"BOCBGRCO","=""02/12/1993 00:00""","9.65","cfs","","~","=""02/12/1993 23:00""",
"BOCBGRCO","=""02/13/1993 00:00""","9.65","cfs","","~","=""02/13/1993 23:00""",
"BOCBGRCO","=""02/14/1993 00:00""","9.65","cfs","","Obs*","=""02/14/1993 23:00""",
"BOCBGRCO","=""02/15/1993 00:00""","9.65","cfs","","Obs*","=""02/15/1993 23:00""",
"BOCBGRCO","=""02/16/1993 00:00""","9.65","cfs","","~","=""02/16/1993 23:00""",
"BOCBGRCO","=""02/17/1993 00:00""","10","cfs","","Obs*","=""02/17/1993 23:00""",
"BOCBGRCO","=""02/18/1993 00:00""","9.73","cfs","","","=""02/18/1993 23:00""",
"BOCBGRCO","=""02/19/1993 00:00""","9.65","cfs","","","=""02/19/1993 23:00""",
"BOCBGRCO","=""02/20/1993 00:00""","9.65","cfs","","","=""02/20/1993 23:00""",
"BOCBGRCO","=""02/21/1993 00:00""","9.65","cfs","","Obs*","=""02/21/1993 23:00""",
"BOCBGRCO","=""02/22/1993 00:00""","9.65","cfs","","~","=""02/22/1993 23:00""",
"BOCBGRCO","=""02/23/1993 00:00""","9.65","cfs","","~","=""02/23/1993 23:00""",
"BOCBGRCO","=""02/24/1993 00:00""","9.65","cfs","","~","=""02/24/1993 23:00""",
"BOCBGRCO","=""02/25/1993 00:00""","9.65","cfs","","Obs*","=""02/25/1993 23:00""",
"BOCBGRCO","=""02/26/1993 00:00""","9.73","cfs","","","=""02/26/1993 23:00""",
"BOCBGRCO","=""02/27/1993 00:00""","9.65","cfs","","Obs*","=""02/27/1993 23:00""",
"BOCBGRCO","=""02/28/1993 00:00""","9.65","cfs","","~","=""02/28/1993 23:00""",
"BOCBGRCO","=""03/01/1993 00:00""","10.1","cfs","","Obs*","=""03/01/1993 23:00""",
"BOCBGRCO","=""03/02/1993 00:00""","9.98","cfs","","","=""03/02/1993 23:00""",
"BOCBGRCO","=""03/03/1993 00:00""","9.65","cfs","","","=""03/03/1993 23:00""",
"BOCBGRCO","=""03/04/1993 00:00""","9.65","cfs","","Obs*","=""03/04/1993 23:00""",
"BOCBGRCO","=""03/05/1993 00:00""","9.65","cfs","","~","=""03/05/1993 23:00""",
"BOCBGRCO","=""03/06/1993 00:00""","9.65","cfs","","~","=""03/06/1993 23:00""",
"BOCBGRCO","=""03/07/1993 00:00""","9.65","cfs","","~","=""03/07/1993 23:00""",
"BOCBGRCO","=""03/08/1993 00:00""","9.65","cfs","","~","=""03/08/1993 23:00""",
"BOCBGRCO","=""03/09/1993 00:00""","9.65","cfs","","~","=""03/09/1993 23:00""",
"BOCBGRCO","=""03/10/1993 00:00""","9.76","cfs","","Obs*","=""03/10/1993 23:00""",
"BOCBGRCO","=""03/11/1993 00:00""","10.3","cfs","","","=""03/11/1993 23:00""",
"BOCBGRCO","=""03/12/1993 00:00""","10.3","cfs","","","=""03/12/1993 23:00""",
"BOCBGRCO","=""03/13/1993 00:00""","10.3","cfs","","Obs*","=""03/13/1993 23:00""",
"BOCBGRCO","=""03/14/1993 00:00""","9.89","cfs","","Obs*","=""03/14/1993 23:00""",
"BOCBGRCO","=""03/15/1993 00:00""","9.76","cfs","","","=""03/15/1993 23:00""",
"BOCBGRCO","=""03/16/1993 00:00""","9.68","cfs","","","=""03/16/1993 23:00""",
"BOCBGRCO","=""03/17/1993 00:00""","9.65","cfs","","Obs*","=""03/17/1993 23:00""",
"BOCBGRCO","=""03/18/1993 00:00""","9.65","cfs","","Obs*","=""03/18/1993 23:00""",
"BOCBGRCO","=""03/19/1993 00:00""","9.28","cfs","","","=""03/19/1993 23:00""",
"BOCBGRCO","=""03/20/1993 00:00""","9.02","cfs","","Obs*","=""03/20/1993 23:00""",
"BOCBGRCO","=""03/21/1993 00:00""","9.05","cfs","","Obs*","=""03/21/1993 23:00""",
"BOCBGRCO","=""03/22/1993 00:00""","9.02","cfs","","","=""03/22/1993 23:00""",
"BOCBGRCO","=""03/23/1993 00:00""","9.02","cfs","","Obs*","=""03/23/1993 23:00""",
"BOCBGRCO","=""03/24/1993 00:00""","9.02","cfs","","~","=""03/24/1993 23:00""",
"BOCBGRCO","=""03/25/1993 00:00""","9.02","cfs","","~","=""03/25/1993 23:00""",
"BOCBGRCO","=""03/26/1993 00:00""","14.5","cfs","","Obs*","=""03/26/1993 23:00""",
"BOCBGRCO","=""03/27/1993 00:00""","18.7","cfs","","","=""03/27/1993 23:00""",
"BOCBGRCO","=""03/28/1993 00:00""","19","cfs","","","=""03/28/1993 23:00""",
"BOCBGRCO","=""03/29/1993 00:00""","22.3","cfs","","","=""03/29/1993 23:00""",
"BOCBGRCO","=""03/30/1993 00:00""","24.5","cfs","","","=""03/30/1993 23:00""",
"BOCBGRCO","=""03/31/1993 00:00""","24.5","cfs","","","=""03/31/1993 23:00""",
"BOCBGRCO","=""04/01/1993 00:00""","24.5","cfs","","","=""04/01/1993 23:00""",
"BOCBGRCO","=""04/02/1993 00:00""","24.5","cfs","","Obs*","=""04/02/1993 23:00""",
"BOCBGRCO","=""04/03/1993 00:00""","24.5","cfs","","~","=""04/03/1993 23:00""",
"BOCBGRCO","=""04/04/1993 00:00""","24.5","cfs","","~","=""04/04/1993 23:00""",
"BOCBGRCO","=""04/05/1993 00:00""","24.5","cfs","","~","=""04/05/1993 23:00""",
"BOCBGRCO","=""04/06/1993 00:00""","24.5","cfs","","Obs*","=""04/06/1993 23:00""",
"BOCBGRCO","=""04/07/1993 00:00""","24.5","cfs","","","=""04/07/1993 23:00""",
"BOCBGRCO","=""04/08/1993 00:00""","24","cfs","","Obs*","=""04/08/1993 23:00""",
"BOCBGRCO","=""04/09/1993 00:00""","23.9","cfs","","","=""04/09/1993 23:00""",
"BOCBGRCO","=""04/10/1993 00:00""","23.7","cfs","","","=""04/10/1993 23:00""",
"BOCBGRCO","=""04/11/1993 00:00""","23.6","cfs","","","=""04/11/1993 23:00""",
"BOCBGRCO","=""04/12/1993 00:00""","24","cfs","","Obs*","=""04/12/1993 23:00""",
"BOCBGRCO","=""04/13/1993 00:00""","24.4","cfs","","","=""04/13/1993 23:00""",
"BOCBGRCO","=""04/14/1993 00:00""","24.5","cfs","","","=""04/14/1993 23:00""",
"BOCBGRCO","=""04/15/1993 00:00""","24.5","cfs","","Obs*","=""04/15/1993 23:00""",
"BOCBGRCO","=""04/16/1993 00:00""","27.7","cfs","","Obs*","=""04/16/1993 23:00""",
"BOCBGRCO","=""04/17/1993 00:00""","30","cfs","","","=""04/17/1993 23:00""",
"BOCBGRCO","=""04/18/1993 00:00""","29.6","cfs","","","=""04/18/1993 23:00""",
"BOCBGRCO","=""04/19/1993 00:00""","30.1","cfs","","","=""04/19/1993 23:00""",
"BOCBGRCO","=""04/20/1993 00:00""","30.2","cfs","","Obs*","=""04/20/1993 23:00""",
"BOCBGRCO","=""04/21/1993 00:00""","41.1","cfs","","Obs*","=""04/21/1993 23:00""",
"BOCBGRCO","=""04/22/1993 00:00""","87.5","cfs","","","=""04/22/1993 23:00""",
"BOCBGRCO","=""04/23/1993 00:00""","148","cfs","","","=""04/23/1993 23:00""",
"BOCBGRCO","=""04/24/1993 00:00""","168","cfs","","","=""04/24/1993 23:00""",
"BOCBGRCO","=""04/25/1993 00:00""","168","cfs","","","=""04/25/1993 23:00""",
"BOCBGRCO","=""04/26/1993 00:00""","207","cfs","","","=""04/26/1993 23:00""",
"BOCBGRCO","=""04/27/1993 00:00""","230","cfs","","","=""04/27/1993 23:00""",
"BOCBGRCO","=""04/28/1993 00:00""","231","cfs","","","=""04/28/1993 23:00""",
"BOCBGRCO","=""04/29/1993 00:00""","231","cfs","","","=""04/29/1993 23:00""",
"BOCBGRCO","=""04/30/1993 00:00""","238","cfs","","","=""04/30/1993 23:00""",
"BOCBGRCO","=""05/01/1993 00:00""","243","cfs","","","=""05/01/1993 23:00""",
"BOCBGRCO","=""05/02/1993 00:00""","243","cfs","","Obs*","=""05/02/1993 23:00""",
"BOCBGRCO","=""05/03/1993 00:00""","243","cfs","","~","=""05/03/1993 23:00""",
"BOCBGRCO","=""05/04/1993 00:00""","241","cfs","","","=""05/04/1993 23:00""",
"BOCBGRCO","=""05/05/1993 00:00""","143","cfs","","","=""05/05/1993 19:00""",
"BOCBGRCO","=""05/06/1993 00:00""","66.4","cfs","","","=""05/06/1993 23:00""",
"BOCBGRCO","=""05/07/1993 00:00""","70.5","cfs","","","=""05/07/1993 23:00""",
"BOCBGRCO","=""05/08/1993 00:00""","71.6","cfs","","","=""05/08/1993 23:00""",
"BOCBGRCO","=""05/09/1993 00:00""","71.6","cfs","","~","=""05/09/1993 23:00""",
"BOCBGRCO","=""05/10/1993 00:00""","71.6","cfs","","~","=""05/10/1993 23:00""",
"BOCBGRCO","=""05/11/1993 00:00""","71.6","cfs","","Obs*","=""05/11/1993 23:00""",
"BOCBGRCO","=""05/12/1993 00:00""","71.6","cfs","","","=""05/12/1993 23:00""",
"BOCBGRCO","=""05/13/1993 00:00""","71.6","cfs","","","=""05/13/1993 23:00""",
"BOCBGRCO","=""05/14/1993 00:00""","85.1","cfs","","Obs*","=""05/14/1993 23:00""",
"BOCBGRCO","=""05/15/1993 00:00""","93.2","cfs","","","=""05/15/1993 23:00""",
"BOCBGRCO","=""05/16/1993 00:00""","93.2","cfs","","Obs*","=""05/16/1993 23:00""",
"BOCBGRCO","=""05/17/1993 00:00""","125","cfs","","Obs*","=""05/17/1993 23:00""",
"BOCBGRCO","=""05/18/1993 00:00""","177","cfs","","","=""05/18/1993 23:00""",
"BOCBGRCO","=""05/19/1993 00:00""","195","cfs","","","=""05/19/1993 23:00""",
"BOCBGRCO","=""05/20/1993 00:00""","196","cfs","","","=""05/20/1993 23:00""",
"BOCBGRCO","=""05/21/1993 00:00""","203","cfs","","","=""05/21/1993 23:00""",
"BOCBGRCO","=""05/22/1993 00:00""","208","cfs","","","=""05/22/1993 23:00""",
"BOCBGRCO","=""05/23/1993 00:00""","209","cfs","","","=""05/23/1993 23:00""",
"BOCBGRCO","=""05/24/1993 00:00""","240","cfs","","","=""05/24/1993 23:00""",
"BOCBGRCO","=""05/25/1993 00:00""","275","cfs","","","=""05/25/1993 23:00""",
"BOCBGRCO","=""05/26/1993 00:00""","303","cfs","","","=""05/26/1993 23:00""",
"BOCBGRCO","=""05/27/1993 00:00""","334","cfs","","","=""05/27/1993 23:00""",
"BOCBGRCO","=""05/28/1993 00:00""","351","cfs","","","=""05/28/1993 23:00""",
"BOCBGRCO","=""05/29/1993 00:00""","355","cfs","","","=""05/29/1993 23:00""",
"BOCBGRCO","=""05/30/1993 00:00""","355","cfs","","","=""05/30/1993 23:00""",
"BOCBGRCO","=""05/31/1993 00:00""","356","cfs","","","=""05/31/1993 23:00""",
"BOCBGRCO","=""06/01/1993 00:00""","448","cfs","","","=""06/01/1993 23:00""",
"BOCBGRCO","=""06/02/1993 00:00""","505","cfs","","","=""06/02/1993 23:00""",
"BOCBGRCO","=""06/03/1993 00:00""","505","cfs","","","=""06/03/1993 23:00""",
"BOCBGRCO","=""06/04/1993 00:00""","481","cfs","","","=""06/04/1993 23:00""",
"BOCBGRCO","=""06/05/1993 00:00""","467","cfs","","","=""06/05/1993 23:00""",
"BOCBGRCO","=""06/06/1993 00:00""","467","cfs","","","=""06/06/1993 23:00""",
"BOCBGRCO","=""06/07/1993 00:00""","466","cfs","","","=""06/07/1993 23:00""",
"BOCBGRCO","=""06/08/1993 00:00""","399","cfs","","","=""06/08/1993 23:00""",
"BOCBGRCO","=""06/09/1993 00:00""","298","cfs","","","=""06/09/1993 23:00""",
"BOCBGRCO","=""06/10/1993 00:00""","266","cfs","","","=""06/10/1993 23:00""",
"BOCBGRCO","=""06/11/1993 00:00""","267","cfs","","","=""06/11/1993 23:00""",
"BOCBGRCO","=""06/12/1993 00:00""","248","cfs","","","=""06/12/1993 23:00""",
"BOCBGRCO","=""06/13/1993 00:00""","238","cfs","","","=""06/13/1993 23:00""",
"BOCBGRCO","=""06/14/1993 00:00""","240","cfs","","","=""06/14/1993 23:00""",
"BOCBGRCO","=""06/15/1993 00:00""","251","cfs","","","=""06/15/1993 23:00""",
"BOCBGRCO","=""06/16/1993 00:00""","258","cfs","","","=""06/16/1993 23:00""",
"BOCBGRCO","=""06/17/1993 00:00""","300","cfs","","","=""06/17/1993 23:00""",
"BOCBGRCO","=""06/18/1993 00:00""","372","cfs","","","=""06/18/1993 23:00""",
"BOCBGRCO","=""06/19/1993 00:00""","391","cfs","","","=""06/19/1993 23:00""",
"BOCBGRCO","=""06/20/1993 00:00""","326","cfs","","","=""06/20/1993 23:00""",
"BOCBGRCO","=""06/21/1993 00:00""","279","cfs","","","=""06/21/1993 23:00""",
"BOCBGRCO","=""06/22/1993 00:00""","270","cfs","","","=""06/22/1993 23:00""",
"BOCBGRCO","=""06/23/1993 00:00""","278","cfs","","","=""06/23/1993 23:00""",
"BOCBGRCO","=""06/24/1993 00:00""","289","cfs","","Obs*","=""06/24/1993 23:00""",
"BOCBGRCO","=""06/25/1993 00:00""","294","cfs","","","=""06/25/1993 23:00""",
"BOCBGRCO","=""06/26/1993 00:00""","294","cfs","","","=""06/26/1993 23:00""",
"BOCBGRCO","=""06/27/1993 00:00""","294","cfs","","","=""06/27/1993 23:00""",
"BOCBGRCO","=""06/28/1993 00:00""","294","cfs","","","=""06/28/1993 23:00""",
"BOCBGRCO","=""06/29/1993 00:00""","327","cfs","","","=""06/29/1993 23:00""",
"BOCBGRCO","=""06/30/1993 00:00""","347","cfs","","","=""06/30/1993 23:00""",
"BOCBGRCO","=""07/01/1993 00:00""","347","cfs","","","=""07/01/1993 23:00""",
"BOCBGRCO","=""07/02/1993 00:00""","354","cfs","","","=""07/02/1993 23:00""",
"BOCBGRCO","=""07/03/1993 00:00""","344","cfs","","","=""07/03/1993 23:00""",
"BOCBGRCO","=""07/04/1993 00:00""","334","cfs","","","=""07/04/1993 23:00""",
"BOCBGRCO","=""07/05/1993 00:00""","334","cfs","","","=""07/05/1993 23:00""",
"BOCBGRCO","=""07/06/1993 00:00""","334","cfs","","","=""07/06/1993 23:00""",
"BOCBGRCO","=""07/07/1993 00:00""","269","cfs","","","=""07/07/1993 23:00""",
"BOCBGRCO","=""07/08/1993 00:00""","232","cfs","","","=""07/08/1993 23:00""",
"BOCBGRCO","=""07/09/1993 00:00""","262","cfs","","","=""07/09/1993 23:00""",
"BOCBGRCO","=""07/10/1993 00:00""","309","cfs","","","=""07/10/1993 23:00""",
"BOCBGRCO","=""07/11/1993 00:00""","334","cfs","","","=""07/11/1993 15:00""",
"BOCBGRCO","=""07/12/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/13/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/14/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/15/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/16/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/17/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/18/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/19/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/20/1993 00:00""","","cfs","","","",
"BOCBGRCO","=""07/21/1993 00:00""","209","cfs","","","=""07/21/1993 15:00""",
"BOCBGRCO","=""07/22/1993 00:00""","197","cfs","","","=""07/22/1993 23:00""",
"BOCBGRCO","=""07/23/1993 00:00""","194","cfs","","","=""07/23/1993 23:00""",
"BOCBGRCO","=""07/24/1993 00:00""","173","cfs","","","=""07/24/1993 23:00""",
"BOCBGRCO","=""07/25/1993 00:00""","160","cfs","","","=""07/25/1993 23:00""",
"BOCBGRCO","=""07/26/1993 00:00""","153","cfs","","","=""07/26/1993 23:00""",
"BOCBGRCO","=""07/27/1993 00:00""","148","cfs","","","=""07/27/1993 23:00""",
"BOCBGRCO","=""07/28/1993 00:00""","148","cfs","","","=""07/28/1993 23:00""",
"BOCBGRCO","=""07/29/1993 00:00""","148","cfs","","","=""07/29/1993 23:00""",
"BOCBGRCO","=""07/30/1993 00:00""","148","cfs","","Obs*","=""07/30/1993 23:00""",
"BOCBGRCO","=""07/31/1993 00:00""","169","cfs","","","=""07/31/1993 23:00""",
"BOCBGRCO","=""08/01/1993 00:00""","181","cfs","","","=""08/01/1993 23:00""",
"BOCBGRCO","=""08/02/1993 00:00""","181","cfs","","Obs*","=""08/02/1993 23:00""",
"BOCBGRCO","=""08/03/1993 00:00""","139","cfs","","Obs*","=""08/03/1993 23:00""",
"BOCBGRCO","=""08/04/1993 00:00""","103","cfs","","","=""08/04/1993 23:00""",
"BOCBGRCO","=""08/05/1993 00:00""","157","cfs","","","=""08/05/1993 23:00""",
"BOCBGRCO","=""08/06/1993 00:00""","172","cfs","","Obs*","=""08/06/1993 23:00""",
"BOCBGRCO","=""08/07/1993 00:00""","172","cfs","","Obs*","=""08/07/1993 23:00""",
"BOCBGRCO","=""08/08/1993 00:00""","162","cfs","","Obs*","=""08/08/1993 23:00""",
"BOCBGRCO","=""08/09/1993 00:00""","157","cfs","","","=""08/09/1993 23:00""",
"BOCBGRCO","=""08/10/1993 00:00""","157","cfs","","","=""08/10/1993 23:00""",
"BOCBGRCO","=""08/11/1993 00:00""","157","cfs","","","=""08/11/1993 23:00""",
"BOCBGRCO","=""08/12/1993 00:00""","157","cfs","","Obs*","=""08/12/1993 23:00""",
"BOCBGRCO","=""08/13/1993 00:00""","157","cfs","","Obs*","=""08/13/1993 23:00""",
"BOCBGRCO","=""08/14/1993 00:00""","157","cfs","","Obs*","=""08/14/1993 23:00""",
"BOCBGRCO","=""08/15/1993 00:00""","157","cfs","","Obs*","=""08/15/1993 23:00""",
"BOCBGRCO","=""08/16/1993 00:00""","157","cfs","","","=""08/16/1993 23:00""",
"BOCBGRCO","=""08/17/1993 00:00""","157","cfs","","","=""08/17/1993 23:00""",
"BOCBGRCO","=""08/18/1993 00:00""","157","cfs","","","=""08/18/1993 23:00""",
"BOCBGRCO","=""08/19/1993 00:00""","157","cfs","","","=""08/19/1993 23:00""",
"BOCBGRCO","=""08/20/1993 00:00""","157","cfs","","Obs*","=""08/20/1993 23:00""",
"BOCBGRCO","=""08/21/1993 00:00""","157","cfs","","","=""08/21/1993 23:00""",
"BOCBGRCO","=""08/22/1993 00:00""","157","cfs","","Obs*","=""08/22/1993 23:00""",
"BOCBGRCO","=""08/23/1993 00:00""","157","cfs","","~","=""08/23/1993 23:00""",
"BOCBGRCO","=""08/24/1993 00:00""","157","cfs","","Obs*","=""08/24/1993 23:00""",
"BOCBGRCO","=""08/25/1993 00:00""","157","cfs","","","=""08/25/1993 23:00""",
"BOCBGRCO","=""08/26/1993 00:00""","157","cfs","","","=""08/26/1993 23:00""",
"BOCBGRCO","=""08/27/1993 00:00""","158","cfs","","","=""08/27/1993 23:00""",
"BOCBGRCO","=""08/28/1993 00:00""","159","cfs","","","=""08/28/1993 23:00""",
